v5_1_id,source_row,domain,feature,description,implementation_directive,source_checkbox,v5_1_phase,v5_1_priority,v5_1_repo,backend_status,frontend_status,integration_status,e2e_status,product_accessibility,overall_status,product_value,launch_dependency,technical_dependencies,risk,effort,missing,recommended_wave,evidence_backend,evidence_frontend,evidence_tests
V51-079,80,Paiements & monétisation,Stripe Checkout,Créer session de paiement pour billets.,Inclure metadata event/ticket/buyer.,☐,MVP/Plan D,Critique,API/Web,BACKEND_COMPLETE,FRONTEND_PLACEHOLDER,NOT_INTEGRATED,API_E2E_ONLY,PLACEHOLDER,BACKEND_ONLY,HIGH,DESIRABLE,TicketOrder/hold state machine; provider decision; external payment readiness gate,MEDIUM,M,Stripe checkout remains backend legacy; active paid UI uses ticket orders/PayPal and /checkout is a placeholder.,K — Payment Readiness / legacy decision,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-080,81,Paiements & monétisation,Webhook Stripe HMAC,Recevoir confirmation de paiement.,Raw body + signature Stripe obligatoire.,☐,MVP/Plan D,Critique,API/Web,BACKEND_COMPLETE,N/A,N/A,UNIT_ONLY,INTERNAL_ONLY,PARTIAL,HIGH,DESIRABLE,TicketOrder/hold state machine; provider decision; external payment readiness gate,LOW,M,"Signature logic is unit-tested, but no externally signed Stripe webhook flow is evidenced.",K — Payment Readiness / legacy decision,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-081,82,Paiements & monétisation,Idempotence webhook,Éviter double création sur retry webhook.,Contrainte unique paymentIntent + transaction.,☐,MVP/Plan D,Critique,API/Web,BACKEND_COMPLETE,N/A,N/A,API_E2E_ONLY,INTERNAL_ONLY,IMPLEMENTED,HIGH,DESIRABLE,TicketOrder/hold state machine; provider decision; external payment readiness gate,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-082,83,Paiements & monétisation,Remboursement billet,Rembourser un achat individuel.,Vérifier statut valid et ownership event.,☐,MVP/Plan D,Critique,API/Web,BACKEND_COMPLETE,FRONTEND_ABSENT,NOT_INTEGRATED,API_E2E_ONLY,NOT_ACCESSIBLE,BACKEND_ONLY,HIGH,BLOCKER,TicketOrder/hold state machine; provider decision; external payment readiness gate,HIGH,M,"Refund endpoint exists, but there is no frontend action.",K — Refund operations,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-083,84,Paiements & monétisation,Mode Stripe non configuré,API démarre sans Stripe en dev.,Retourner 503 sur endpoints Stripe.,☐,MVP/Plan D,Critique,API/Web,BACKEND_COMPLETE,N/A,N/A,API_E2E_ONLY,INTERNAL_ONLY,IMPLEMENTED,HIGH,DESIRABLE,TicketOrder/hold state machine; provider decision; external payment readiness gate,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-084,85,Paiements & monétisation,"Frais fixes 1,49 CAD",Ajouter frais plateforme par billet.,"Calcul côté backend, afficher transparence.",☐,MVP/Plan D,Critique,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,TicketOrder/hold state machine; provider decision; external payment readiness gate,MEDIUM,L,The planned fixed fee is not encoded as a confirmed commercial rule.,Product decision before K,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-085,86,Paiements & monétisation,Commission billetterie 6 %,Prélever commission sur billet.,"Calcul contrôlé backend, audit montants.",☐,MVP/Plan D,Critique,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,TicketOrder/hold state machine; provider decision; external payment readiness gate,MEDIUM,L,The planned 6% commission is not encoded as a confirmed commercial rule.,Product decision before K,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-086,87,Paiements & monétisation,Remboursement frais,Définir politique de remboursement frais.,Appliquer règle produit et tests.,☐,MVP/Plan D,Critique,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,TicketOrder/hold state machine; provider decision; external payment readiness gate,MEDIUM,L,No policy or orchestration refunds platform fees.,Product decision before K,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-087,88,Paiements & monétisation,Historique paiements utilisateur,Lister achats et remboursements.,Settings ou dashboard participant.,☐,MVP/Plan D,Critique,API/Web,BACKEND_COMPLETE,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,HIGH,DESIRABLE,TicketOrder/hold state machine; provider decision; external payment readiness gate,LOW,M,"Orders can be listed by the API, but the product only exposes tickets, not a payment/order history.",K — Payment readiness & monetization,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-088,89,Paiements & monétisation,Historique revenus organisateur,Lister revenus par événement.,Dashboard analytics.,☐,MVP/Plan D,Critique,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,TicketOrder/hold state machine; provider decision; external payment readiness gate,MEDIUM,L,No organizer revenue ledger or UI exists.,K — Payment readiness & monetization,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-089,90,Paiements & monétisation,Stripe Subscriptions,Abonnements premium et plans pro.,"Plan D, webhooks subscription.",☐,MVP/Plan D,Critique,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,TicketOrder/hold state machine; provider decision; external payment readiness gate,MEDIUM,L,No subscription workflow exists.,K — Payment readiness & monetization,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-090,91,Paiements & monétisation,Premium prestataires,Facturer visibilité premium.,"29 CAD/mois, statut actif.",☐,MVP/Plan D,Critique,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,TicketOrder/hold state machine; provider decision; external payment readiness gate,MEDIUM,L,"Premium flag exists on profiles, but no purchase/subscription lifecycle exists.",Phase 2 — Monetization,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-091,92,Paiements & monétisation,Plan Pro organisateur,Facturer fonctionnalités avancées.,149-299 CAD/an ou plan annuel.,☐,MVP/Plan D,Critique,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,TicketOrder/hold state machine; provider decision; external payment readiness gate,MEDIUM,L,No organizer Pro plan lifecycle exists.,Phase 2 — Monetization,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-092,93,Paiements & monétisation,Page tarification,Afficher modèle freemium et frais.,"Landing + app, transparence prix.",☐,MVP/Plan D,Critique,API/Web,BACKEND_ABSENT,FRONTEND_PLACEHOLDER,NOT_INTEGRATED,WEB_COMPONENT_ONLY,PLACEHOLDER,PLACEHOLDER,HIGH,DESIRABLE,TicketOrder/hold state machine; provider decision; external payment readiness gate,LOW,M,Public pricing route is a placeholder.,G — Pricing and role lifecycle,src/modules/payments; src/modules/tickets/orders,src/features/payments; src/components/tickets/PurchaseModal.tsx; src/app/(public)/paiement; checkout placeholder,src/modules/payments/**/*.spec.ts; test/ticket-orders.e2e-spec.ts; e2e/paypal-payment-pages.spec.ts
V51-093,94,Invités,Lister invités,Afficher les invités d’un événement.,Pagination + ownership.,☐,MVP,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Event ownership; Guest uniqueness; invitation lifecycle,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/guests,src/features/guests; workspace acces-et-inscriptions,src/modules/guests/*.spec.ts; test/guests-pagination.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-094,95,Invités,Ajouter invité,Ajouter un invité manuellement.,Validation email et doublon par événement.,☐,MVP,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Event ownership; Guest uniqueness; invitation lifecycle,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/guests,src/features/guests; workspace acces-et-inscriptions,src/modules/guests/*.spec.ts; test/guests-pagination.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-095,96,Invités,Modifier invité,Modifier statut ou note.,Statuts invited/confirmed/declined/present.,☐,MVP,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Event ownership; Guest uniqueness; invitation lifecycle,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/guests,src/features/guests; workspace acces-et-inscriptions,src/modules/guests/*.spec.ts; test/guests-pagination.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-096,97,Invités,Supprimer invité,Retirer un invité.,Ownership obligatoire.,☐,MVP,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Event ownership; Guest uniqueness; invitation lifecycle,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/guests,src/features/guests; workspace acces-et-inscriptions,src/modules/guests/*.spec.ts; test/guests-pagination.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-097,98,Invités,Bulk create invités,Ajouter jusqu’à 100 invités.,Validation partielle et rapport erreurs.,☐,MVP,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_ABSENT,NOT_INTEGRATED,API_E2E_ONLY,NOT_ACCESSIBLE,BACKEND_ONLY,MEDIUM,DESIRABLE,Event ownership; Guest uniqueness; invitation lifecycle,MEDIUM,M,"Bulk Guests endpoint exists, but no frontend client/action consumes it.",I — Event operations completion,src/modules/guests,src/features/guests; workspace acces-et-inscriptions,src/modules/guests/*.spec.ts; test/guests-pagination.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-098,99,Invités,Import CSV invités,Importer fichier CSV.,"Parsing, prévisualisation, confirmation.",☐,MVP,Moyenne,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,MEDIUM,DESIRABLE,Event ownership; Guest uniqueness; invitation lifecycle,MEDIUM,L,No CSV parser/import endpoint or UI exists.,I — Event operations completion,src/modules/guests,src/features/guests; workspace acces-et-inscriptions,src/modules/guests/*.spec.ts; test/guests-pagination.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-099,100,Invités,Prévisualisation CSV,Afficher lignes valides/invalides avant import.,UI drag drop + mapping colonnes.,☐,MVP,Moyenne,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,MEDIUM,DESIRABLE,Event ownership; Guest uniqueness; invitation lifecycle,MEDIUM,L,No CSV preview UI exists.,I — Event operations completion,src/modules/guests,src/features/guests; workspace acces-et-inscriptions,src/modules/guests/*.spec.ts; test/guests-pagination.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-100,101,Discovery & recherche,Catalogue événements,Découvrir les événements publiés.,"Seulement published/public, pagination.",☐,MVP,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,USER_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Public projections; bounded filters/pagination; routable Web result surface,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/discovery; src/modules/events/vendors/venues public queries,src/app/(public)/evenements|prestataires|lieux; src/components/public; /evenements/recherche placeholder,src/modules/discovery/*.spec.ts; test/discovery-hardening.e2e-spec.ts; public catalog browser suites
V51-101,102,Discovery & recherche,Catalogue prestataires public,Découvrir prestataires actifs.,Filtres q/category/serviceArea.,☐,MVP,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,USER_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Public projections; bounded filters/pagination; routable Web result surface,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/discovery; src/modules/events/vendors/venues public queries,src/app/(public)/evenements|prestataires|lieux; src/components/public; /evenements/recherche placeholder,src/modules/discovery/*.spec.ts; test/discovery-hardening.e2e-spec.ts; public catalog browser suites
V51-102,103,Discovery & recherche,Catalogue lieux public,Découvrir lieux actifs.,Filtres q/city/capacity.,☐,MVP,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,USER_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Public projections; bounded filters/pagination; routable Web result surface,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/discovery; src/modules/events/vendors/venues public queries,src/app/(public)/evenements|prestataires|lieux; src/components/public; /evenements/recherche placeholder,src/modules/discovery/*.spec.ts; test/discovery-hardening.e2e-spec.ts; public catalog browser suites
V51-103,104,Discovery & recherche,Recherche multi-entités,"Chercher événements, prestataires, lieux.",Endpoint /discovery/search.,☐,MVP,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_PLACEHOLDER,NOT_INTEGRATED,API_E2E_ONLY,PLACEHOLDER,BACKEND_ONLY,MEDIUM,DESIRABLE,Public projections; bounded filters/pagination; routable Web result surface,MEDIUM,M,"Multi-entity Discovery API is complete, while /evenements/recherche remains a placeholder and SearchBar is dead code.",H — Discovery & public search,src/modules/discovery; src/modules/events/vendors/venues public queries,src/app/(public)/evenements|prestataires|lieux; src/components/public; /evenements/recherche placeholder,src/modules/discovery/*.spec.ts; test/discovery-hardening.e2e-spec.ts; public catalog browser suites
V51-104,105,Discovery & recherche,Featured events,Afficher événements mis en avant.,Algorithme simple MVP.,☐,MVP,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,USER_ACCESSIBLE,IMPLEMENTED,MEDIUM,DESIRABLE,Public projections; bounded filters/pagination; routable Web result surface,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/discovery; src/modules/events/vendors/venues public queries,src/app/(public)/evenements|prestataires|lieux; src/components/public; /evenements/recherche placeholder,src/modules/discovery/*.spec.ts; test/discovery-hardening.e2e-spec.ts; public catalog browser suites
V51-105,106,Discovery & recherche,Filtres date,Filtrer événements par date.,Paramètres from/to.,☐,MVP,Moyenne,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,MEDIUM,DESIRABLE,Public projections; bounded filters/pagination; routable Web result surface,MEDIUM,L,"A dead SearchBar contains a date field, but no active route or backend date filter consumes it.",H — Discovery & public search,src/modules/discovery; src/modules/events/vendors/venues public queries,src/app/(public)/evenements|prestataires|lieux; src/components/public; /evenements/recherche placeholder,src/modules/discovery/*.spec.ts; test/discovery-hardening.e2e-spec.ts; public catalog browser suites
V51-106,107,Discovery & recherche,Filtres prix,Filtrer événements par prix.,Agrégation types de billets.,☐,MVP,Moyenne,API/Web,BACKEND_PARTIAL,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,USER_ACCESSIBLE,PARTIAL,MEDIUM,DESIRABLE,Public projections; bounded filters/pagination; routable Web result surface,LOW,M,Vendor price filtering works; equivalent event/venue price filtering is not a cross-catalog capability.,H — Discovery & public search,src/modules/discovery; src/modules/events/vendors/venues public queries,src/app/(public)/evenements|prestataires|lieux; src/components/public; /evenements/recherche placeholder,src/modules/discovery/*.spec.ts; test/discovery-hardening.e2e-spec.ts; public catalog browser suites
V51-107,108,Discovery & recherche,Filtres capacité,Filtrer lieux par capacité.,Index capacité.,☐,MVP,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,USER_ACCESSIBLE,IMPLEMENTED,MEDIUM,DESIRABLE,Public projections; bounded filters/pagination; routable Web result surface,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/discovery; src/modules/events/vendors/venues public queries,src/app/(public)/evenements|prestataires|lieux; src/components/public; /evenements/recherche placeholder,src/modules/discovery/*.spec.ts; test/discovery-hardening.e2e-spec.ts; public catalog browser suites
V51-108,109,Favoris,Ajouter favori événement,Sauvegarder un événement.,"targetType event, unique user/target.",☐,MVP,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Authenticated user; canonical favorites contract; public target projection,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/favorites,src/features/favorites; FavoriteButton.tsx; tableau-de-bord/favoris,src/modules/favorites/*.spec.ts; e2e/functional/wave-a-favorites.spec.ts
V51-109,110,Favoris,Ajouter favori prestataire,Sauvegarder un prestataire.,targetType vendor.,☐,MVP,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Authenticated user; canonical favorites contract; public target projection,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/favorites,src/features/favorites; FavoriteButton.tsx; tableau-de-bord/favoris,src/modules/favorites/*.spec.ts; e2e/functional/wave-a-favorites.spec.ts
V51-110,111,Favoris,Ajouter favori lieu,Sauvegarder un lieu.,targetType venue.,☐,MVP,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Authenticated user; canonical favorites contract; public target projection,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/favorites,src/features/favorites; FavoriteButton.tsx; tableau-de-bord/favoris,src/modules/favorites/*.spec.ts; e2e/functional/wave-a-favorites.spec.ts
V51-111,112,Favoris,Retirer favori,Supprimer un favori.,Aligner route API/Web.,☐,MVP,Haute,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,CRITICAL,BLOCKER,Authenticated user; canonical favorites contract; public target projection,HIGH,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/favorites,src/features/favorites; FavoriteButton.tsx; tableau-de-bord/favoris,src/modules/favorites/*.spec.ts; e2e/functional/wave-a-favorites.spec.ts
V51-112,113,Notifications,Créer notification,Créer notification in-app.,Service centralisé create.,☐,MVP/Plan D,Moyenne,API/Web,BACKEND_PARTIAL,N/A,N/A,E2E_PARTIAL,INTERNAL_ONLY,PARTIAL,MEDIUM,REQUIRED,Notification persistence; complete business-event producers; routed Web actions and preferences,LOW,M,"The persistence service is generic, but only a subset of business transitions creates records.",F — Notifications & communications,src/modules/notifications; producers limited to vendors.service.ts and venues.service.ts,src/components/notifications/NotificationBell.tsx; src/features/notifications; Sidebar.tsx; Topbar.tsx,src/modules/notifications/*.spec.ts; test/notifications.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-113,114,Notifications,Lister notifications,Afficher mes notifications.,Pagination + filtre non lu.,☐,MVP/Plan D,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,MEDIUM,DESIRABLE,Notification persistence; complete business-event producers; routed Web actions and preferences,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/notifications; producers limited to vendors.service.ts and venues.service.ts,src/components/notifications/NotificationBell.tsx; src/features/notifications; Sidebar.tsx; Topbar.tsx,src/modules/notifications/*.spec.ts; test/notifications.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-114,115,Notifications,Compteur non lu,Badge sidebar.,Endpoint countUnread.,☐,MVP/Plan D,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,MEDIUM,DESIRABLE,Notification persistence; complete business-event producers; routed Web actions and preferences,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/notifications; producers limited to vendors.service.ts and venues.service.ts,src/components/notifications/NotificationBell.tsx; src/features/notifications; Sidebar.tsx; Topbar.tsx,src/modules/notifications/*.spec.ts; test/notifications.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-115,116,Notifications,Marquer comme lu,Lire une notification.,PATCH /:id/read.,☐,MVP/Plan D,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_ABSENT,NOT_INTEGRATED,API_E2E_ONLY,NOT_ACCESSIBLE,BACKEND_ONLY,MEDIUM,REQUIRED,Notification persistence; complete business-event producers; routed Web actions and preferences,MEDIUM,M,"API and client method exist, but the notification panel never invokes markRead for one item.",F — Notifications & communications,src/modules/notifications; producers limited to vendors.service.ts and venues.service.ts,src/components/notifications/NotificationBell.tsx; src/features/notifications; Sidebar.tsx; Topbar.tsx,src/modules/notifications/*.spec.ts; test/notifications.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-116,117,Notifications,Tout marquer comme lu,Action globale.,PATCH /read-all.,☐,MVP/Plan D,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,MEDIUM,DESIRABLE,Notification persistence; complete business-event producers; routed Web actions and preferences,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/notifications; producers limited to vendors.service.ts and venues.service.ts,src/components/notifications/NotificationBell.tsx; src/features/notifications; Sidebar.tsx; Topbar.tsx,src/modules/notifications/*.spec.ts; test/notifications.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-117,118,Notifications,Cloche notifications,Dropdown dans sidebar.,Refresh périodique ou invalidation.,☐,MVP/Plan D,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,MEDIUM,REQUIRED,Notification persistence; complete business-event producers; routed Web actions and preferences,LOW,M,"Bell is mounted in authenticated shells, but has no item deep links, individual actions or full notification center.",F — Notifications & communications,src/modules/notifications; producers limited to vendors.service.ts and venues.service.ts,src/components/notifications/NotificationBell.tsx; src/features/notifications; Sidebar.tsx; Topbar.tsx,src/modules/notifications/*.spec.ts; test/notifications.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-118,119,Notifications,Réponse prestataire,Notifier organisateur après réponse.,Trigger service vendor.,☐,MVP/Plan D,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_COMPLETE,INTEGRATED,E2E_COMPLETE,ROLE_ACCESSIBLE,IMPLEMENTED,MEDIUM,DESIRABLE,Notification persistence; complete business-event producers; routed Web actions and preferences,LOW,N/A,None material for the v5.1 row as scoped.,Maintenance only,src/modules/notifications; producers limited to vendors.service.ts and venues.service.ts,src/components/notifications/NotificationBell.tsx; src/features/notifications; Sidebar.tsx; Topbar.tsx,src/modules/notifications/*.spec.ts; test/notifications.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-119,120,Notifications,Réponse lieu,Notifier organisateur après réponse.,Trigger service venue.,☐,MVP/Plan D,Moyenne,API/Web,BACKEND_COMPLETE,FRONTEND_PARTIAL,PARTIALLY_INTEGRATED,E2E_PARTIAL,ROLE_ACCESSIBLE,PARTIAL,MEDIUM,REQUIRED,Notification persistence; complete business-event producers; routed Web actions and preferences,LOW,M,"Venue response creates a record, but the full browser notification chain is not specifically proven.",F — Notifications & communications,src/modules/notifications; producers limited to vendors.service.ts and venues.service.ts,src/components/notifications/NotificationBell.tsx; src/features/notifications; Sidebar.tsx; Topbar.tsx,src/modules/notifications/*.spec.ts; test/notifications.e2e-spec.ts; e2e/functional/system/notifications-guests.spec.ts
V51-120,121,Emails transactionnels,Email bienvenue,Envoyer email après inscription.,Template HTML échappé.,☐,MVP/Plan D,Haute,API,BACKEND_STUB,N/A,NOT_INTEGRATED,UNIT_ONLY,INTERNAL_ONLY,PARTIAL,HIGH,REQUIRED,Email provider/configuration; business triggers; delivery observability and templates,LOW,M,sendWelcome exists only as an unused service method.,F — Notifications & communications,src/modules/emails/emails.service.ts; callers in auth/invitations/vendors/venues/payments,N/A; frontend only reflects a subset of send states,src/modules/emails/emails.service.spec.ts; caller unit tests; no external-delivery E2E
